"id","name","weapon_no","passive_id","card_cost","restriction","image","caption","weapon_type","material_use_cnt","material_add_param","material_exp","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
35,"ソードオブルビオナ",35,,0,4,"item_f_d000.swf","近接ATK+4。古くからルビオナ王家に伝わるとされる聖剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","The Sword of Lubiona","Epée de Lubiona","루비오나의 성검","鲁比亚那之剑","魯比亞那之劍","Sword of Lubiona","Sword of Rubiona","Short Range ATK+4. An holy heirloom sword handed down through the royal family of Lubiona.","Courte portée ATK+4.| Epée sacrée, héritage de la famille royale de Lubiana.","근거리 ATK+4  /옛날부터 루비오나 왕가에 전해져 내려온 성검","近距离攻击+4。鲁比亚娜王家从古传承至今的圣剑。","近距離攻擊+4。魯比亞娜王家從古傳承至今的聖劍。","SWORD ATK+4. Pedang suci yang diwarisi oleh keluarga bangsawan Lubiona.","ATKใกล้+4, ดาบศักดิ์สิทธิ์ที่สืบทอดกันในราชวงศ์รูบิโอน่ามาแต่โบราณ"
36,"天の叢雲",36,,1,4,"item_f_d001.swf","遠隔ATK+3。近接DEF+2。異国に伝われるとされる三種の神器のうちの1つ。",0,0,0,0,"2010-06-18 08:30:02 UTC","Amenomurakumo","Amenomurakumo","하늘의 성운","天之丛云","天之叢雲","Amenomurakumo","อาเมะ โนะ มุราคุโมะ","Long Range ATK+3 Short Range DEF+2. A foreign heirloom sword, one of the Three Sacred Treasures.","Longue portée ATK+3 Courte portée DEF+2. Epée divine et un des trois Trésors Sacrés.","원거리 ATK+3，근거리 DEF+2  /이국으로 전해졌다는 신의 무기중 하나인 하늘의 성운 (아벨)","远距离攻击+3。近距离防御+2。异国传说中的三神器之一。","遠距離攻擊+3。近距離防禦+2。異國傳說中的三神器之一。","GUN ATK+3. SWORD DEF+2. Pedang suci. Salah satu daru Tiga Harta Suci.","ATKไกล+3, DEFใกล้+2 1 ใน 3 ภาชนะเทพที่สืบทอดกันมาจากต่างแดน"
37,"アークブランド",37,,1,4,"item_f_d002.swf","ATK+2。DEF+1。混沌の闇を払い世界に光をもたらしたといわれる聖剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","Arch Brand","Marque espiègle","희망의 성검","弧光之痕","弧光之痕","Arch Brand","Ark Brand","Short Range ATK+2. DEF+1. A shining holy sword that drives back the darkness of Chaos.","Courte portée ATK+2 .DEF+1. Epée sacrée ramenant la Lumière sur ce Monde.","ATK+2，DEF+1  /혼돈의 어둠을 내몰고 세계에 빛을 가져온다고 전해지는 성검","攻击+2。防御+1。传说中切开混沌黑暗为世界带来光明的圣剑。","攻擊+2。防禦+1。傳說中切開混沌黑暗為世界帶來光明的聖劍。","SWORD ATK+2. DEF+1. Pedang suci yang membunuh bayangan kekacauan. Mengembalikan cahaya di dunia.","ATK+2, DEF+1 ดาบศักดิ์สิทธิ์ที่ปัดเป่าความมืดอันยุ่งเหยิง และนำแสงสว่างมายังโลก"
38,"ダストナイフ",38,,0,5,"item_f_e000.swf","近接ATK+3。近接DEF+1。墓石から作られたといわれる呪われた石鋼剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","Dust Knife","Couteau de poussière","저주받은 석강검","石尘短剑","石塵短劍","Dust Knife","Dust Knife","Short Range ATK+3. Short Range DEF+1. An enchanted stone dagger said to be carved from an ancient tombstone.","Courte portée ATK+3. Courte portée DEF+1. Epée maudite taillée dans une pierre tombale.","근거리 ATK+3，근거리 DEF+1  /묘석으로 만들어졌다고 전해지는 저주 받은 석광검","近距离攻击+3。近距离防御+1。据说是以墓石製成的诅咒石钢剑。","近距離攻擊+3。近距離防禦+1。據說是以墓石製成的詛咒石鋼劍。","SWORD ATK+3. SWORD DEF+1. Pedang batu terkutuk yang terbuat dari batu nisan.","ATKใกล้+3, DEFใกล้+1 ดาบหินเหล็กต้องสาปที่เล่ากันว่าทำมาจากหินสุสาน"
39,"アーティオブレジメント",39,,1,5,"item_f_e001.swf","ATK+4。遠隔DEF-3。大陸の魔を打ち滅ぼしたとされるレジメント時代の遺物。",0,0,0,0,"2010-06-18 08:30:02 UTC","Art of Regiment","Art du Régiment","레지멘트의 유물","连队军艺","連隊軍藝","Art of Regiment","Art of Regiment","ATK+4. Long Range DEF-3. A relic of the time when the Regiment is said to have destroyed the magic of the world.","ATK+4. Longue portée DEF-3. Objet de l'Âge du Régiment.","ATK+4，원거리 DEF-3  /대륙의 마귀를 물리쳤다고 전해지는 레지멘트 시대의 유물","攻击+4。远距离防御-3。被认为是消灭大陆之魔的军团时代遗物。","攻擊+4。遠距離防禦-3。被認為是消滅大陸之魔的軍團時代遺物。","ATK+4. GUN DEF-3. Artefak dari jaman Regiment.","ATK+4, DEFไกล-3 โบราณวัตถุของยุคกองทัพที่เล่ากันว่าทำลายปิศาจบนแผ่นดินได้"
40,"スクラマサクス",40,,1,5,"item_f_e002.swf","ATK+2。DEF+1。嵐の乗り手が所持するとされる風を鎮める効果のある魔剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","Seax","ScramSax","폭풍의 마검","深切魔刃","深切魔刃","Scram Sax","Scram Sax","ATK+2. DEF+1. An ancient style of blade favored by windriders, said to be able to calm the winds.","ATK+2. DEF+1. Epée de Storm Rider qui a le pouvoir de contrôler le vent.","ATK+2，DEF+1  /폭풍의 조종자가 가지고 있다는 바람을 다스리는 효과가 있는 마검","攻击+2。防御+1。暴风驾驭者所持有之具有平息风暴效果的魔剑。","攻擊+2。防禦+1。暴風駕馭者所持有之具有平息風暴效果的魔劍。","ATK+4. DEF+1. Pedang panjang yang dimiliki oleh pengedara angin. Memiliki kekuatan untunk mengendalikan angin.","ATK+2, DEF+1 ดาบเวทมนตร์ของผู้ขี่วายุที่มีผลหยุดลมได้"
41,"終末の書",41,,0,6,"item_f_f000.swf","遠隔ATK+3。遠隔DEF+1。世界の終わりが示されているとされる絶望の書。",0,0,0,0,"2010-06-18 08:30:02 UTC","The Book of Cataclysm","Livre de l'Apocalypse","종말의 서적","终末之书","終末之書","Book of Catastrophe","หนังสือแห่งจุดจบ","Long Range ATK+3. Long Range DEF+1. This book tells of the end of the world.","Longue portée ATK+3. Longue portée DEF+1. Livre annonçant la Fin du Monde.","원거리 ATK+3，원거리 DEF+1  /세계의 종말이 기술되어 있다는 종말의 서적","远距离攻击+3。远距离防御+1。开示了世界终焉的绝望之书。","遠距離攻擊+3。遠距離防禦+1。開示了世界終焉的絕望之書。","GUN ATK+3. GUN DEF+1. Buku yang mewartakan tentang akhir dunia.","ATKไกล+3, DEFไกล+1 หนังสือแห่งความสิ้นหวังที่เล่ากันว่าแสดงจุดจบของโลกไว้"
42,"始祖の書",42,,1,6,"item_f_f001.swf","近接ATK+2。近接DEF+3。全ての理を授けるとされる英知の書。",0,0,0,0,"2010-06-18 08:30:02 UTC","The Book of Origin","Livre des Origines","영지의 서적","始祖之书","始祖之書","Book of Origin","หนังสือแห่งการเริ่มต้น","Shot Range ATK+2. Shot Range DEF+3. This fabled tome is said to teach the way of all things.","Courte portée ATK+2. Courte portée DEF+3. Livre expliquant le commencement de ce Monde.","근거리 ATK+2，근거리 DEF+3  /모든 이치를 깨닫을 수 있다고 전해지는 영지의 서적","近距离攻击+2。记距离防御+3。传授所有真理的睿智之书。","近距離攻擊+2。近距離防禦+3。傳授所有真理的睿智之書。","SWORD ATK+2. SWORD DEF+3. Semua prinsip tertulis di dalam buku ini.","ATKใกล้+2, DEFใกล้+3 หนังสือแห่งปัญญาที่รวบรวมทฤษฎีทั้งหมดเอาไว้"
43,"アポカリプス",43,,1,6,"item_f_f002.swf","ATK+1。DEF+2。混沌世界への道筋が記されている狂人の書。",0,0,0,0,"2010-06-18 08:30:02 UTC","Apocalypse","Apocalypse","광인의 서적","启示录","啟示錄","Apocalypse","Apocalypse","ATK+1. DEF+2. The writings of a madman, describing the path he followed to Chaos itself.","ATK+1. DEF+2. Livre écrit par un hérétique qui prédisait l'avènement du Chaos.","ATK+1，DEF+2  /혼돈 세계로의 길이 기술되어 있다는 광인의 서적","攻击+1。防御+2。记载着通往溷沌世界通道的狂人之书。","攻擊+1。防禦+2。記載著通往混沌世界通道的狂人之書。","ATK+1. DEF+2. Buku yang ditulis oleh orang gila. Menunjukkan jalan menuju dunia kekacauan.","ATK+1, DEF+2 หนังสือของคนคลั่งที่บันทึกการเดินทางไปยังโลกอันยุ่งเหยิงไว้"
44,"時空の紐",44,,0,7,"item_f_g000.swf","遠隔ATK+2。DEF+1。時間を繋ぎとめて巻き戻すことができるといわれる不思議な紐。",0,0,0,0,"2010-06-18 08:30:02 UTC","Time Cord","Fil du Temps","시공의 끈","时空之索","時空之索","String of Time","ปมแห่งเวลา","Long Range ATK+2. DEF+1. A roll of mysterious thread said to be able to unwind time.","Longue portée ATK+2. DEF+1. Fil étrange qui, selon certains, permet de remonter dans le Temps.","원거리 ATK+2，DEF+1  /시간의 흐름을 멈추고 되돌리는 것이 가능하다는 신비한 끈","远距离攻击+2。防御+1。连接时间并且能将其倒回的不可思议绳索。","遠距離攻擊+2。防禦+1。連接時間並且能將其倒回的不可思議繩索。","GUN ATK+2. DEF+1. Benang misterius yang menggulung waktu.","ATKไกล+2, DEF+1 ปมแห่งเวลาลี้ลับที่เล่ากันว่าสามารถหยุดและย้อนเวลาได้"
45,"死者の輪",45,,1,7,"item_f_g001.swf","ATK+4。遠隔DEF-3。人の一生が記されている古代の指輪。",0,0,0,0,"2010-06-18 08:30:02 UTC","Ring of the Dead","Bague de Mort","고대의 반지","死者之轮","死者之輪","Ring of The Dead","แหวนของผู้ตาย","ATK+4. Long Range DEF-3. This ring carries the memory of someone dead long ago.","ATK+4. Longue portée DEF-3. Bague contenant les souvenirs des Hommes.","ATK+4，원거리 DEF-3  /사람의 일생이 기록이 되어 있다는 고대의 반지","攻击+4。远距离防御-3。记载着人们一生的古代戒指。","攻擊+4。遠距離防禦-3。記載著人們一生的古代戒指。","ATK+4. GUN DEF-3. Cincin purba yang menunjukkan kehidupan pemiliknya.","ATK+4, DEFไกล-3 แหวนโบราณที่บันทึกเรื่องราวทั้งชีวิตของมนุษย์เอาไว้"
46,"因果の鍵",46,,1,7,"item_f_g002.swf","ATK+2。DEF+1。全ての理を消滅させることができる因果の鍵。",0,0,0,0,"2010-06-18 08:30:02 UTC","Key of Fate","Clef des Principes","인과의 열쇠","因果之钥","因果之鑰","Key of Principle","กุญแจแห่งกรรม","ATK+2. DEF+1. This key holds the power to undo all reason.","ATK+2. DEF+1. Clef permettant de faire disparaître les principes régissant ce Monde.","ATK+2，DEF+1  /모든 이치를 소멸시킬 수 있다는 인과의 열쇠","攻击+2。防御+1。能让所有理消灭的因果之钥。","攻擊+2。防禦+1。能讓所有理消滅的因果之鑰。","ATK+2. DEF+1. Dapat mengunci peraturan dunia.","ATK+2, DEF+1 กุญแจแห่งกรรมที่สามารถลบผลกรรมทั้งหมดได้"
47,"デリンジャー",47,,0,8,"item_f_h000.swf","遠隔DEF+4。暗殺者が好んで扱うといわれる護身用の小銃。",0,0,0,0,"2010-06-18 08:30:02 UTC","Derringer","Derringer","호신용 소총","德林格尔","德林格爾","Derringer","Derringer","Long Range DEF+4. A tiny handgun often employed by assassins.","Longue portée DEF+4. Pistolet souvent utilisé par les assassins.","원거리 DEF+4  / 암살자가 즐겨서 사용한다고 전해지는 호신용 소총","远距离防御+4。受暗杀者所喜爱的护身用小枪。","遠距離防禦+4。受暗殺者所喜愛的護身用小槍。","GUN DEF+4. Pistol yang sering digunakan oleh pembunuh.","DEFไกล+4 ปืนเล็กที่นักลอบสังหารมักพกไว้ใช้ป้องกันตัว"
48,"スリースターズ",48,,1,8,"item_f_h001.swf","遠隔ATK+5。3点打ちに重点を置いた非常に威力の高い長銃。",0,0,0,0,"2010-06-18 08:30:02 UTC","Three Stars","Trois Étoiles","파괴의 장총","三连星","三連星","Three Stars","Three Stars","Long Range ATK+5. This high powered rifle fires three rounds in quick succession.","Longue portée ATK+5. Puissant fusil à trois balles.","원거리 ATK+5  /3발을 동시에 발사할 수 있는 위력이 아주 강한 장총","远距离攻击+5。以3点射击为重点，威力非常高的长枪。","遠距離攻擊+5。以3點射擊為重點，威力非常高的長槍。","GUN ATK+5. Senapan yang terpusat pada tiga titik tembak.","ATKไกล+5 ปืนยาวที่ยิงเข้าจุดตายทั้งสามได้แม่นยำ มีพลังทำลายล้างสูงมาก"
49,"スラグショット",49,,1,8,"item_f_h002.swf","ATK+2。DEF+1。妖魔の魂を弾薬として打ち出す古代のショットガン。",0,0,0,0,"2010-06-18 08:30:02 UTC","Slug Shot","SlugShot","고대의 장총","妖魂散弹枪","妖魂散彈槍","Slug Shot","Slug Shot","ATK+2. DEF+1. An ancient shotgun that uses evil spirits as ammunition.","ATK+2. DEF+1. Pistolet qui se sert d'âmes damnées comme de balles.","ATK+2，DEF+1  /요마의 영혼을 탄약으로 사용할 수 있는 고대의 장총","攻击+2。防御+1。将妖魔之魂当作弹药击出的古代散弹枪。","攻擊+2。防禦+1。將妖魔之魂當作彈藥擊出的古代散彈槍。","ATK+2. DEF+1. Pistol purba. Menggunakan jiwa iblis sebagai pelurunya.","ATK+2, DEF+1 ปืนช็อตกันที่ยิงกระสุนบรรจุวิญญาณปิศาจเอาไว้"
50,"石化の仮面",50,,0,9,"item_f_i000.swf","遠隔ATK+3。遠隔DEF+1。石化した人間の顔を切り取ったといわれる狂気の仮面。",0,0,0,0,"2010-06-18 08:30:02 UTC","Mask of Lithification","Masque de Pierre","석화의 가면","石化的面具","石化的面具","Mask of Lithification","หน้ากากหิน","Long Range ATK+3. Long Range DEF+1. A stone mask said to have been chiseled from a petrified human corpse.","Longue portée ATK+3. Longue portée DEF+1. Masque maudit que aurait été moulé sur le visage d'un homme transformé en pierre.","원거리 ATK+3，원거리 DEF+1  /석화된 인간의 얼굴을 뜯어내서 만들었다는 광기의 가면","远距离攻击+3。远距离防御+1。据说是将石化的人脸切取製成的异常面具。","遠距離攻擊+3。遠距離防禦+1。據說是將石化的人臉切取製成的異常面具。","GUN ATTACK+3. GUN DEF+1. Topeng yang diciptakan dari wajah manusia yang dirajam.","ATKไกล+3, DEFไกล+1 หน้ากากแห่งความบ้าคลั่งที่เล่ากันว่าตัดมาจากศีรษะคนที่กลายเป็นหิน"
51,"般若の面",51,,1,9,"item_f_i001.swf","ATK+4。遠隔DEF-3。鬼人をモチーフにした禍々しいオーラを持つ仮面。",0,0,0,0,"2010-06-18 08:30:02 UTC","Mask of Wisdom","Masque de Démon","반야의 가면","般若之面","般若之面","Mask of Hannya","หน้ากากแห่งปัญญา","ATK+4. Long Range DEF-3. This mask gives off a sinister aura and bears the likeness of a daemon.","ATK+4. Longue portée DEF-3. Masque démoniaque.","ATK+4，근거리 DEF-3  /귀인을 모티브로 해서 만든 섬뜩한 오라를 가진 가면","攻击+4。远距离防御-3。以鬼人为主题製成之散发着不祥能量的面具。","攻擊+4。遠距離防禦-3。以鬼人為主題製成之散發著不祥能量的面具。","ATK+4. SWORD DEF-3. Topeng menyeramkan ini berbentuk wajah iblis perempuan.","ATK+4, DEF-3 หน้ากากที่มีแรงบันดาลใจจากยักษ์ที่แผ่ออร่าชั่วร้ายออกมา"
