"id","name","feat_no","pow","dice_attribute","effect_image","caption","condition","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
23,"不屈の心NONE",39,1,,"cutinchara02_skl03.swf","[防御:__CONDITION__]いくらダメージを受けてもHPが必ず1残る|軍犬を冠する者の不屈の闘志。","LMS:D1*2","2010-09-20 08:02:20 UTC","Indomitable Spirit None","Esprit indomptable NONE","불굴의 의지","不屈之心NONE","不屈之心NONE","Indomitable NONE","ใจมุ่งมั่นNone","[防御:__CONDITION__]No matter how much damage you take, you will always have 1 HP left. |Fight on with the tenacity of a powerful wardog.","[防御:__CONDITION__]Quel que soit l'attaque que vous endurerez, il vous restera au moins 1 HP.|Esprit indomptable du Chien.","[防御:__CONDITION__]큰 데미지를 입더라도 HP는 1이 남는다. |군견이라 불리는 자의 불굴의 투지. ","[防御:__CONDITION__]不论受到多少伤害都一定会留下1HP|冠有軍犬之名者的不屈鬥志。","[防御:__CONDITION__]不論受到多少傷害都一定會留下1HP|冠有軍犬之名者的不屈鬥志。","[防御:__CONDITION__]Menyisakan 1HP seberapapun besar damage yang diterima. Semangat Warhound yang tak kenal padam.","[防御:__CONDITION__]ไม่ว่าจะได้ค่าความเสียหายแค่ไหนแต่HPจะเหลือ1เสมอ|ความมุ่งมั่นดื้อรั้นของผู้ได้ชื่อว่าสุนัขของกองทัพ"
24,"Ex不屈の心",39,99,,"cutinchara02_skl03ex.swf","[防御:__CONDITION__]即死を除くダメージを受ける際、HPが必ず1残る|軍犬を冠する者の不屈の闘志。","LMS:D1*2","2010-09-20 08:02:20 UTC","Ex Indomitable Spirit","Ex Esprit Indomptable","Ex불굴의 의지","Ex不屈之心","Ex不屈之心","EX Indomitable","Exใจมุ่งมั่น","[防御:__CONDITION__]All damage you would take is reduced to zero. |Fight on with the tenacity of a powerful wardog.","[防御:__CONDITION__]Lorsque vous avez eu le dégât, le HP qui reste 1HP. Sauf la mort immédiate.|Aggression du Chien de Guerre","[防御:__CONDITION__]즉사를 제외한 데미지를 받을 경우, Hp가 반드시 1 남는다. |군견이라 불리는 자의 불굴의 투지. ","[防御:__CONDITION__]将伤害归0|冠有軍犬之名者的不屈鬥志。","[防御:__CONDITION__]除了受到立即死亡傷害以外，一定會留下1HP|冠有軍犬之名 者的不屈鬥志。 ","[防御:__CONDITION__]Menyisakan 1HP seberapapun besar damage yang diterima. Semangat Warhound yang tak kenal padam.","[防御:__CONDITION__]ไม่ว่าจะได้ค่าความเสียหายแค่ไหนแต่HPจะเหลือ1เสมอ|ความมุ่งมั่นดื้อรั้นของผู้ได้ชื่อว่าสุนัขของกองทัพ"
25,"バッシュ",1,5,"physical","cutinchara03_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__|強烈な打撃。","S:S1*2","2010-09-20 08:02:20 UTC","Bash","Coup","배쉬","猛击","猛擊","Bash","Bash","[攻撃:__CONDITION__]ATK+__POW__. |A direct strength driven attack.","[攻撃:__CONDITION__]ATK + __POW__|Attaque puissante.","[攻撃:__CONDITION__]ATK+__POW__ |강렬한 타격을 입힌다. ","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打击。","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打擊。","[攻撃:__CONDITION__]ATK+__POW__. Serangan kuat.","[攻撃:__CONDITION__]ATK+__POW__|การฟาดอย่างรุนแรง"
26,"バッシュ",1,6,"physical","cutinchara03_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__|強烈な打撃。","S:S1*2","2010-09-20 08:02:20 UTC","Bash","Coup","배쉬","猛击","猛擊","Bash","Bash","[攻撃:__CONDITION__]ATK+__POW__. |A direct strength driven attack.","[攻撃:__CONDITION__]ATK + __POW__|Attaque puissante.","[攻撃:__CONDITION__]ATK+__POW__ |강렬한 타격을 입힌다. ","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打击。","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打擊。","[攻撃:__CONDITION__]ATK+__POW__. Serangan kuat.","[攻撃:__CONDITION__]ATK+__POW__|การฟาดอย่างรุนแรง"
27,"Exバッシュ",1,12,"physical","cutinchara03_skl00ex.swf","[攻撃:__CONDITION__]ATK+__POW__|強烈な打撃。","S:S3*2","2010-09-20 08:02:20 UTC","Ex Bash","Ex Coup","Ex배쉬","Ex猛击","Ex猛擊","EX Bash","ExBash","[攻撃:__CONDITION__]ATK+__POW__. |A direct strength driven attack.","[攻撃:__CONDITION__]ATK + __POW__|Attaque puissante.","[攻撃:__CONDITION__]ATK+__POW__ |강렬한 타격을 입힌다. ","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打击。","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打擊。","[攻撃:__CONDITION__]ATK+__POW__. Serangan kuat.","[攻撃:__CONDITION__]ATK+__POW__|การฟาดอย่างรุนแรง"
28,"必殺の構え",12,4,,"cutinchara03_skl01.swf","[移動:__CONDITION__]「ATK+__POW__」(1ターン)|次の一撃での必殺を可能とする構え。","LMS:E2+,M0","2010-09-20 08:02:20 UTC","Kill Stance","Attaque fatale","필살의 태세","必杀架势","必殺架勢","Super Stance","เตรียมไม้ตาย","[移動:__CONDITION__]ATK+__POW__ (1 turn). |Gather your strength to deliver a killing blow.","[移動:__CONDITION__]ATK + __POW__ (1 Tour)|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]1턴 동안 ATK+__POW__의 효과를 얻는다. |다음 일격에 필살기의 사용이 가능한 태세를 취한다. ","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻击的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻擊的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__ (1 turn). Mempersiapkan serangan super berikutnya.","[移動:__CONDITION__][ATK+__POW__](1 เทิร์น)|การตั้งท่าเตรียมปล่อยไม้ตายครั้งต่อไป"
29,"必殺の構え",12,5,,"cutinchara03_skl01.swf","[移動:__CONDITION__]「ATK+__POW__」(1ターン)|次の一撃での必殺を可能とする構え。","LMS:E2+,M0","2010-09-20 08:02:20 UTC","Kill Stance","Attaque fatale","필살의 태세","必杀架势","必殺架勢","Super Stance","เตรียมไม้ตาย","[移動:__CONDITION__]ATK+__POW__ (1 turn). |Gather your strength to deliver a killing blow.","[移動:__CONDITION__]ATK + __POW__ (1 Tour)|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]1턴 동안 ATK+__POW__의 효과를 얻는다. |다음 일격에 필살기의 사용이 가능한 태세를 취한다. ","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻击的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻擊的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__ (1 turn). Mempersiapkan serangan super berikutnya.","[移動:__CONDITION__][ATK+__POW__](1 เทิร์น)|การตั้งท่าเตรียมปล่อยไม้ตายครั้งต่อไป"
30,"Ex必殺の構え",12,9,,"cutinchara03_skl01ex.swf","[移動:__CONDITION__]「ATK+__POW__」(1ターン)|次の一撃での必殺を可能とする構え。","LMS:E3+","2010-09-20 08:02:20 UTC","Ex Kill Stance","Ex Attaque fatale","Ex필살의 태세","Ex必杀架势","Ex必殺架勢","EX Super Stance","เตรียมไม้ตาย","[移動:__CONDITION__]ATK+__POW__ (1 turn). |Gather your strength to deliver a killing blow.","[移動:__CONDITION__]ATK + __POW__ (1 Tour)|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]1턴 동안 ATK+__POW__의 효과를 얻는다. |다음 일격에 필살기의 사용이 가능한 태세를 취한다. ","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻击的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__（1回合）|將下次攻擊的必殺化的架勢。","[移動:__CONDITION__]ATK+__POW__ (1 turn). Mempersiapkan serangan super berikutnya.","[移動:__CONDITION__][ATK+__POW__](1 เทิร์น)|การตั้งท่าเตรียมปล่อยไม้ตายครั้งต่อไป"
31,"血の恵み",15,5,,"cutinchara03_skl02.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LMS:E2+,D3+","2010-09-20 08:02:20 UTC","Blood's Blessing","Eclaboussure de Sang","피의 축복","血之恩赐","血之恩賜","Splash of Blood","พรโลหิต","[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equal to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시 방어력과 공격력의 차만큼 캐릭터의 HP를 회복한다. |자신의 피를 생명력으로 바꾼다. ","[防御:__CONDITION__]DEF+__POW__，防御成功时，自身回复与所超过之防御同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。","[防御:__CONDITION__]DEF+__POW__. Memulihkan HP sebesar jumlah dadu putih ekstra pada Defense Phase. Menggunakan darah untuk memulihkan diri.","[防御:__CONDITION__]DEF+__POW__, เมื่อป้องกันสำเร็จจะทำการฟื้น HP ผู้เล่นด้วยแต้มป้องกันที่เพิ่มขึ้น|เปลี่ยนเลือดของตนให้เป็นพลังชีวิต"
32,"血の恵み",15,6,,"cutinchara03_skl02.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LMS:E2+,D3+","2010-09-20 08:02:20 UTC","Blood's Blessing","Eclaboussure de Sang","피의 축복","血之恩赐","血之恩賜","Splash of Blood","พรโลหิต","[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equal to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시 방어력과 공격력의 차만큼 캐릭터의 HP를 회복한다. |자신의 피를 생명력으로 바꾼다. ","[防御:__CONDITION__]DEF+__POW__，防御成功时，自身回复与所超过之防御同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。","[防御:__CONDITION__]DEF+__POW__. Memulihkan HP sebesar jumlah dadu putih ekstra pada Defense Phase. Menggunakan darah untuk memulihkan diri.","[防御:__CONDITION__]DEF+__POW__, เมื่อป้องกันสำเร็จจะทำการฟื้น HP ผู้เล่นด้วยแต้มป้องกันที่เพิ่มขึ้น|เปลี่ยนเลือดของตนให้เป็นพลังชีวิต"
33,"Ex血の恵み",15,10,,"cutinchara03_skl02ex.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LMS:E2+,D5+","2010-09-20 08:02:20 UTC","Ex Blood's Blessing","Ex Eclaboussure de Sang","Ex피의 축복","Ex血之恩赐","Ex血之恩賜","EX Splash of Blood","Ex พรโลหิต","[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equal to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시 방어력과 공격력의 차만큼 캐릭터의 HP를 회복한다. |자신의 피를 생명력으로 바꾼다. ","[防御:__CONDITION__]DEF+__POW__，防御成功时，自身回复与所超过之防御同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。","[防御:__CONDITION__]DEF+__POW__. Memulihkan HP sebesar jumlah dadu putih ekstra pada Defense Phase. Menggunakan darah untuk memulihkan diri.","[防御:__CONDITION__]DEF+__POW__, เมื่อป้องกันสำเร็จจะทำการฟื้น HP ผู้เล่นด้วยแต้มป้องกันที่เพิ่มขึ้น|เปลี่ยนเลือดของตนให้เป็นพลังชีวิต"
34,"精神力吸収",40,4,,"cutinchara03_skl03.swf","[移動:__CONDITION__]相手の手札の特殊カードを3枚まで奪う|不吉なオーラを纏い、相手の精神力を奪取する。","LMS:E1,A1,S1","2010-09-20 08:02:20 UTC","Spirit Drain","Succion spirituelle","정신력 흡수","精神力吸收","精神力吸收","Spiritual Absorption","ดูดพลังวิญญาณ","[移動:__CONDITION__]Steal up to 3 of opponent's cards with a Special side. |Drain your opponent's will to fight with a sinister aura.","[移動:__CONDITION__]Volez jusqu'à 3cartes spéciales de votre adversaire.|Cette aura funeste aspire les forces de votre adversaire.","[移動:__CONDITION__]상대의 손패에 있는 특수카드를 3장까지 빼앗는다. |불길한 오오라를 내뿜어 상대의 정신력을 혼란시킨다. ","[移動:__CONDITION__]夺取对战对手手牌中全部的特殊卡|缠绕不祥的能量，夺取对手的精神力。","[移動:__CONDITION__]奪取對戰對手手牌中最多3張的特殊卡|纏繞不祥的能量，奪取對手的精神力。","[移動:__CONDITION__]Mencuri semua kartu Special dari musuh. Aura kegelapan yang menyerap kekuatan lawan.","[移動:__CONDITION__]ขโมยการ์ดพิเศษของศัตรูทั้งหมด|อาบออร่าแห่งโชคร้ายแล้วดูดพลังจิตใจ"
35,"精神力吸収NONE",40,3,,"cutinchara03_skl03.swf","[移動:__CONDITION__]相手の手札の特殊カードを3枚まで奪う|不吉なオーラを纏い、相手の精神力を奪取する。","LMS:E1,A1,S1","2010-09-20 08:02:20 UTC","Spirit Drain None","Succion spirituelle NONE","정신력 흡수","精神力吸收NONE","精神力吸收NONE","Spiritual Absorption NONE","ดูดพลังวิญญาณ None","[移動:__CONDITION__]Steal up to 3 of opponent's cards with a Special side. |Drain your opponent's will to fight with a sinister aura.","[移動:__CONDITION__]Volez jusqu'à 3cartes spéciales de votre adversaire.|Cette aura funeste aspire les forces de votre adversaire.","[移動:__CONDITION__]상대의 손패에 있는 특수카드를 3장까지 빼앗는다. |불길한 오오라를 내뿜어 상대의 정신력을 혼란시킨다. ","[移動:__CONDITION__]夺取对战对手手牌中全部的特殊卡|缠绕不祥的能量，夺取对手的精神力。","[移動:__CONDITION__]奪取對戰對手手牌中最多3張的特殊卡|纏繞不祥的能量，奪取對手的精神力。","[移動:__CONDITION__]Mencuri semua kartu Special dari musuh. Aura kegelapan yang menyerap kekuatan lawan.","[移動:__CONDITION__]ขโมยการ์ดพิเศษของศัตรูทั้งหมด|อาบออร่าแห่งโชคร้ายแล้วดูดพลังจิตใจ"
36,"Ex精神力吸収",40,3,,"cutinchara03_skl03ex.swf","[移動:__CONDITION__]相手の手札の特殊カードを3枚まで奪う|不吉なオーラを纏い、相手の精神力を奪取する。","LMS:EW*3","2010-09-20 08:02:20 UTC","Ex Spirit Drain","Ex Succion spirituelle ","Ex정신력 흡수","Ex精神力吸收","Ex精神力吸收","EX Spiritual Absorption","Ex ดูดพลังวิญญาณ","[移動:__CONDITION__]Steal up to 3 of opponent's cards with a Special side. |Drain your opponent's will to fight with a sinister aura.","[移動:__CONDITION__]Volez jusqu'à 3cartes spéciales de votre adversaire.|Cette aura funeste aspire les forces de votre adversaire.","[移動:__CONDITION__]상대의 손패에 있는 특수카드를 3장까지 빼앗는다. |불길한 오오라를 내뿜어 상대의 정신력을 혼란시킨다. ","[移動:__CONDITION__]夺取对战对手手牌中全部的特殊卡|缠绕不祥的能量，夺取对手的精神力。","[移動:__CONDITION__]奪取對戰對手手牌中最多3張的特殊卡|纏繞不祥的能量，奪取對手的精神力。","[移動:__CONDITION__]Mencuri semua kartu Special dari musuh. Aura kegelapan yang menyerap kekuatan lawan.","[移動:__CONDITION__]ขโมยการ์ดพิเศษของศัตรูทั้งหมด|อาบออร่าแห่งโชคร้ายแล้วดูดพลังจิตใจ"
