"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at","caption_kr"
226,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
227,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
228,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
229,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
230,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
231,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
232,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
233,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
234,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
235,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
236,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
237,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
238,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
239,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
240,1,7,1,7,0,"このカードは剣7として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검7의 효과가 있습니다."
241,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
242,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
243,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
244,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
245,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
246,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
247,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
248,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
249,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
250,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
251,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
252,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
253,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
254,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
255,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
256,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
257,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
258,1,8,1,8,0,"このカードは剣8として扱う","card_ev_100.swf","2010-06-24 05:44:27 UTC","이 카드는 검8의 효과가 있습니다."
259,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
260,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
261,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
262,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
263,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
264,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
265,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
266,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
267,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
268,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
269,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
270,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
271,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
272,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
273,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
274,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
275,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
276,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
277,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
278,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
279,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
280,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
281,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
282,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
283,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
284,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
285,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
286,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
287,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
288,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
289,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
290,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
291,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
292,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
293,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
294,2,1,2,1,0,"このカードは銃1として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총1의 효과가 있습니다."
295,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
296,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
297,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
298,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
299,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
300,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
301,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
302,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
303,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
304,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
305,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
306,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
307,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
308,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
309,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
310,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
311,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
312,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
313,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
314,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
315,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
316,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
317,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
318,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
319,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
320,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
321,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
322,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
323,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
324,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
325,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
326,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
327,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
328,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
329,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
330,2,2,2,2,0,"このカードは銃2として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총2의 효과가 있습니다."
331,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
332,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
333,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
334,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
335,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
336,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
337,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:27 UTC","이 카드는 총3의 효과가 있습니다."
338,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
339,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
340,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
341,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
342,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
343,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
344,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
345,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
346,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
347,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
348,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
349,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
350,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
351,2,3,2,3,0,"このカードは銃3として扱う","card_ev_110.swf","2010-06-24 05:44:28 UTC","이 카드는 총3의 효과가 있습니다."
